Outlet,YEARWK,Temp,Gas_price_in_dollars,Consumer_price_Index,UnEmployment_rate
9,201306,53.96,3.507,130.8167097,5.049
9,201307,47.91,3.565,130.8268333,5.049
9,201308,46.96,3.687,130.8364,5.049
9,201309,44.78,3.801,130.8459667,5.049
9,201310,55.62,3.748,130.8555333,5.049
9,201311,57.11,3.712,130.8980645,5.049
9,201312,61.05,3.701,130.9845484,5.049
9,201313,53.09,3.696,131.0710323,5.049
9,201314,57.21,3.673,131.1575161,4.893
9,201315,64.15,3.619,131.244,4.893
9,201316,67.41,3.541,131.2792258,4.893
9,201317,60.99,3.507,131.3144516,4.893
9,201318,67.26,3.476,131.3496774,NA
9,201319,66.38,3.482,131.3849032,NA
9,201320,73.08,3.544,131.4546207,NA
9,201321,81.11,3.584,131.5502069,NA
9,201322,79.88,3.556,131.6457931,NA
9,201323,79.88,3.529,131.7413793,NA
9,201324,80.48,3.521,131.8261935,NA
9,201325,80.42,3.569,131.8966452,NA
9,201326,86.81,3.585,131.9670968,NA
9,201327,81.16,3.512,132.0375484,NA
9,201328,86.28,3.49,132.108,NA
9,201329,76.31,3.646,132.1173333,NA
9,201330,83.42,3.71,132.1266667,NA
10,201006,55.39,3.052,132.136,9.765
10,201007,51.01,2.918,132.1453333,9.765
10,201008,59.27,3.005,132.0983226,9.765
10,201009,53.82,2.915,132.0287742,9.765
10,201010,56.97,2.967,131.9592258,9.765
10,201011,53.38,3.124,131.8896774,9.765
10,201012,62.51,3.144,131.8295333,9.765
10,201013,61.1,3.07,131.7929,9.765
10,201014,64.71,3.176,131.7562667,9.524
10,201015,66.34,3.094,131.7196333,9.524
10,201016,70.79,3.199,131.683,9.524
10,201017,67.47,3.14,131.7012903,9.524
10,201018,70.81,3.195,131.7195806,9.524
10,201019,72.11,3.217,131.737871,9.524
10,201020,74.93,3.235,131.7561613,9.524
10,201021,79.37,3.21,131.7909677,9.524
10,201022,77.72,3.148,131.8381613,9.524
10,201023,83.87,3.031,131.8853548,9.524
10,201024,90.72,3.147,131.9325484,9.524
10,201025,84.54,3.025,131.9776667,9.524
10,201026,91.37,3.174,132.0103333,9.524
10,201027,93.94,3.068,132.043,9.199
10,201028,92.08,3.19,132.0756667,9.199
10,201029,92.85,3.061,132.1083333,9.199
10,201030,89.49,3.202,132.1499677,9.199
10,201031,86.08,3.107,132.1930968,9.199
10,201032,87.18,3.213,132.2362258,9.199
10,201033,89.42,3.139,132.2793548,9.199
10,201034,90.93,3.131,132.3258,9.199
10,201035,86.04,3.112,132.3766667,9.199
10,201036,84.85,3.177,132.4275333,9.199
10,201037,85.09,3.051,132.4784,9.199
10,201038,86.57,3.118,132.537,9.199
10,201039,86.8,3.029,132.642,9.199
10,201040,87.06,3.091,132.747,9.003
10,201041,78.09,3.014,132.852,9.003
10,201042,76.53,3.17,132.957,9.003
10,201043,69.17,3.104,133.030871,9.003
10,201044,69.81,3.22,133.0922903,9.003
10,201045,72.09,3.099,133.1537097,9.003
10,201046,62.29,3.22,133.215129,9.003
10,201047,59.88,3.137,133.2725714,9.003
10,201048,56.38,3.252,133.3200714,9.003
10,201049,52.22,3.131,133.3675714,9.003
10,201050,61.56,3.181,133.4150714,9.003
10,201051,60.2,3.215,133.4668065,9.003
10,201052,58.11,3.326,133.529129,9.003
10,201101,50.72,3.238,133.5914516,9.003
10,201102,44.48,3.377,133.6537742,8.744
10,201103,51.03,3.402,133.7160968,8.744
10,201104,57.8,3.426,133.7160968,8.744
10,201105,54.08,3.321,133.7160968,8.744
10,201106,45.93,3.438,215.4248812,8.744
10,201107,52.56,3.471,215.5747916,8.744
10,201108,62.82,3.52,215.6198868,8.744
10,201109,54.64,3.488,215.6475127,8.744
10,201110,58.01,3.764,215.6751386,8.744
10,201111,65.27,3.72,215.7027646,8.744
10,201112,71.17,3.982,215.5301219,8.744
10,201113,63.58,3.806,215.3241011,8.744
10,201114,68.69,3.862,215.1180803,8.494
10,201115,74.08,3.908,214.9120595,8.494
10,201116,62.1,4.179,214.7726889,8.494
10,201117,76.98,4.007,214.7221852,8.494
10,201118,74.43,4.241,214.6716815,8.494
10,201119,74.61,4.283,214.6211778,8.494
10,201120,75.09,4.292,214.6196139,8.494
10,201121,73.67,4.08,214.9116886,8.494
10,201122,79.67,4.023,215.2037634,8.494
10,201123,82.92,3.983,215.4958382,8.494
10,201124,85.62,4.071,215.787913,8.494
10,201125,89.01,4.025,215.7858259,8.494
10,201126,91.74,3.897,215.6660741,8.494
10,201127,96.41,3.932,215.5463222,8.257
10,201128,89.62,3.883,215.4265704,8.257
10,201129,87.06,3.869,215.4176476,8.257
10,201130,89.64,3.787,215.5564968,8.257
10,201131,87.8,3.784,215.695346,8.257
10,201132,90.85,3.893,215.8341952,8.257
10,201133,86.66,3.884,215.9730444,8.257
10,201134,88.45,3.833,215.9314191,8.257
10,201135,92.64,3.753,215.8897938,8.257
10,201136,92.66,3.888,215.8481685,8.257
10,201137,90.11,3.861,215.8065431,8.257
10,201138,78.54,3.874,215.8322484,8.257
10,201139,83.56,3.879,215.9084516,8.257
10,201140,83.32,3.967,215.9846548,8.257
10,201141,76.06,3.917,216.060858,7.874
10,201142,71.32,3.788,216.1293114,7.874
10,201143,78.96,3.932,216.17839,7.874
10,201144,73.84,3.933,216.2274686,7.874
10,201145,69.62,3.918,216.2765472,7.874
10,201146,56.33,3.767,216.3256258,7.874
10,201147,60.02,3.759,216.2074519,7.874
10,201148,61.73,3.85,216.0614025,7.874
10,201149,58.34,3.791,215.9153531,7.874
10,201150,43.63,3.734,215.7693037,7.874
10,201151,51.58,3.579,215.704919,7.874
10,201152,49.41,3.631,215.7017828,7.874
10,201153,49.97,3.518,215.6986466,7.874
10,201201,60.9,3.533,215.6955104,7.545
10,201202,52.05,3.567,215.7470729,7.545
10,201203,55.56,3.75,216.1268275,7.545
10,201204,54.64,3.765,216.5065821,7.545
10,201205,57.9,3.633,216.8863367,7.545
10,201206,56.78,3.812,217.2660913,7.545
10,201207,55.17,3.871,217.5843571,7.545
10,201208,57.07,4.04,217.8780275,7.545
10,201209,58.67,3.972,218.1716979,7.545
10,201210,58.7,4.053,218.4653683,7.545
10,201211,63.16,4.363,218.7235226,7.545
10,201212,57.59,4.378,218.9674705,7.545
10,201213,68.97,4.384,219.2114184,7.545
10,201214,67.04,4.372,219.4553663,7.382
10,201215,71.33,4.344,219.6788642,7.382
10,201216,68.8,4.201,219.851237,7.382
10,201217,81.16,4.178,220.0236099,7.382
10,201218,78.07,4.148,220.1959827,7.382
10,201219,77.08,4.276,220.3683556,7.382
10,201220,86.24,4.398,220.127216,7.382
10,201221,87.08,4.217,219.8860765,7.382
10,201222,81.11,4.367,219.6449369,7.382
10,201223,87.92,4.193,219.4037974,7.382
10,201224,89.63,4.234,219.3551748,7.382
10,201225,90.97,4.104,219.45094,7.382
10,201226,92.41,3.965,219.5467052,7.382
10,201227,87.92,3.756,219.6424704,7.17
10,201228,90.85,3.813,219.7275216,7.17
10,201229,85.5,3.679,219.7857881,7.17
10,201230,85.03,3.859,219.8440545,7.17
10,201231,85.81,3.685,219.9023209,7.17
10,201232,91.83,3.901,219.9605873,7.17
10,201233,89.88,4.092,220.023271,7.17
10,201234,83.55,4.145,220.0866908,7.17
10,201235,88.02,3.976,220.1501106,7.17
10,201236,84.12,4.214,220.2135305,7.17
10,201237,79.52,4.056,220.3972867,7.17
10,201238,82.98,4.215,220.7414914,7.17
10,201239,83.57,4.056,221.085696,7.17
10,201240,81.93,4.222,221.4299007,6.943
10,201241,77.08,4.558,221.7486167,6.943
10,201242,73.76,4.539,221.9144005,6.943
10,201243,71.55,4.391,222.0801842,6.943
10,201244,71.84,4.189,222.245968,6.943
10,201245,71.33,3.87,222.4117517,6.943
10,201246,59.87,3.793,222.6432852,6.943
10,201247,65,3.849,222.9011185,6.943
10,201248,65.18,3.809,223.1589519,6.943
10,201249,62.26,3.758,223.4167852,6.943
10,201250,54.91,3.687,223.6426418,6.943
10,201251,50.84,3.483,223.8258628,6.943
10,201252,51.14,3.57,224.0090839,6.943
10,201301,46.06,3.429,224.1923049,6.897
10,201302,50.43,3.632,224.3755259,6.897
10,201303,41.72,3.635,224.4700552,6.897
10,201304,60.81,3.648,224.5645845,6.897
10,201305,52.91,3.69,224.6591137,6.897
10,201306,58.3,3.885,224.753643,6.897
10,201307,46.85,3.702,224.9170153,6.897
10,201308,53.44,4.121,225.1320199,6.897
10,201309,49.22,3.92,225.3470245,6.897
10,201310,65.22,4.215,225.5620291,6.897
10,201311,63.15,3.975,225.7166953,6.897
10,201312,71.23,4.152,225.7909104,6.897
10,201313,69.27,4.106,225.8651254,6.897
10,201314,71.79,3.898,225.9393405,6.791
10,201315,67.66,3.887,226.0135556,6.791
10,201316,69.68,4.031,226.0689541,6.791
10,201317,75.66,3.979,226.1243526,6.791
10,201318,79.46,3.761,226.1797511,NA
10,201319,75.64,3.779,226.2351496,NA
10,201320,83.52,3.899,226.2512024,NA
10,201321,82.62,3.925,226.2515168,NA
10,201322,83.67,3.919,226.2518313,NA
10,201323,90.27,3.879,226.2521458,NA
10,201324,93.03,3.861,226.2644795,NA
10,201325,91.72,3.856,226.3068615,NA
10,201326,91.33,3.871,226.3492435,NA
10,201327,94.59,3.843,226.3916254,NA
10,201328,88.23,3.827,226.4340074,NA
10,201329,88.14,3.913,226.4438827,NA
10,201330,84.37,3.955,226.4537579,NA
11,201006,47.09,2.662,226.4636332,7.368
11,201007,49.06,2.638,226.4735085,7.368
11,201008,49.35,2.604,226.5558664,7.368
11,201009,53.84,2.651,226.6925864,7.368
11,201010,55.01,2.715,226.8293063,7.368
11,201011,65.15,2.757,226.9660263,7.368
11,201012,62.56,2.81,227.1122067,7.368
11,201013,59.14,2.822,227.3151496,7.368
11,201014,67.21,2.809,227.5180926,7.343
11,201015,70.62,2.86,227.7210356,7.343
11,201016,68.86,2.898,227.9239785,7.343
11,201017,69.42,2.885,227.9688442,7.343
11,201018,72.18,2.87,227.9873637,7.343
11,201019,76.62,2.925,228.0058832,7.343
11,201020,78.69,2.944,228.0244026,7.343
11,201021,78.02,2.916,228.0569237,7.343
11,201022,80.74,2.849,228.1081136,7.343
11,201023,80.71,2.795,228.1593035,7.343
11,201024,83.86,2.758,228.2104933,7.343
11,201025,85.18,2.727,228.2717348,7.343
11,201026,85.55,2.743,228.3932855,7.343
11,201027,84.14,2.759,228.5148363,7.346
11,201028,84.06,2.732,228.6363871,7.346
11,201029,85.95,2.713,228.7579379,7.346
11,201030,85.62,2.698,228.7893692,7.346
11,201031,84.31,2.73,228.7847527,7.346
11,201032,87.59,2.717,228.7801362,7.346
11,201033,88.78,2.782,228.7755197,7.346
11,201034,89.98,2.754,228.814,7.346
11,201035,88.75,2.709,228.9602222,7.346
11,201036,85.99,2.667,229.1064444,7.346
11,201037,82.98,2.655,229.2526667,7.346
11,201038,84.09,2.672,229.3819613,7.346
11,201039,78.41,2.714,229.4689369,7.346
11,201040,76.16,2.693,229.5559125,7.564
11,201041,69.76,2.723,229.6428882,7.564
11,201042,72.51,2.81,229.7298638,7.564
11,201043,73.65,2.815,229.7298638,7.564
11,201044,75.26,2.806,229.7298638,7.564
11,201045,65.46,2.779,127.4420645,7.564
11,201046,64.79,2.818,127.4962581,7.564
11,201047,59.68,2.861,127.5262857,7.564
11,201048,70.95,2.825,127.5522857,7.564
11,201049,56.95,2.798,127.5782857,7.564
11,201050,54.38,2.933,127.6042857,7.564
11,201051,55.68,2.959,127.6066452,7.564
11,201052,60.38,2.976,127.6050645,7.564
11,201101,56.08,3.033,127.6034839,7.564
11,201102,55.48,3.066,127.6019032,7.551
11,201103,46.39,3.073,127.5621,7.551
11,201104,52.56,3.106,127.4713333,7.551
11,201105,52.09,3.1,127.3805667,7.551
11,201106,48.22,3.079,127.2898,7.551
11,201107,45.66,3.112,127.2085484,7.551
11,201108,62.55,3.135,127.1843871,7.551
11,201109,69.79,3.155,127.1602258,7.551
11,201110,67.55,3.378,127.1360645,7.551
11,201111,64.34,3.549,127.1119032,7.551
11,201112,71.22,3.578,127.114,7.551
11,201113,74.79,3.563,127.1266,7.551
11,201114,70.15,3.614,127.1392,7.574
11,201115,74.62,3.712,127.1518,7.574
11,201116,77.69,3.833,127.1498065,7.574
11,201117,79.36,3.897,127.1283548,7.574
11,201118,81.02,3.9,127.1069032,7.574
11,201119,72.44,3.996,127.0854516,7.574
11,201120,81.98,3.989,127.064,7.574
11,201121,78.02,3.997,127.0766452,7.574
11,201122,86.66,3.876,127.0892903,7.574
11,201123,87.19,3.789,127.1019355,7.574
11,201124,86.84,3.738,127.1145806,7.574
11,201125,88.95,3.727,127.1454667,7.574
11,201126,87.18,3.684,127.1900333,7.574
11,201127,87.48,3.614,127.2346,7.567
11,201128,88.22,3.57,127.2791667,7.567
11,201129,89.35,3.665,127.3266774,7.567
11,201130,88.85,3.741,127.3815484,7.567
11,201131,90.51,3.772,127.4364194,7.567
11,201132,91.09,3.774,127.4912903,7.567
11,201133,91.35,3.728,127.5461613,7.567
11,201134,90.56,3.644,127.6072,7.567
11,201135,90.14,3.613,127.6692667,7.567
11,201136,92.49,3.623,127.7313333,7.567
11,201137,85.96,3.636,127.7934,7.567
11,201138,86.16,3.616,127.8794839,7.567
11,201139,83.19,3.557,127.9835806,7.567
11,201140,85.45,3.445,128.0876774,7.567
11,201141,78.02,3.375,128.1917742,7.197
11,201142,76.61,3.364,128.3009355,7.197
11,201143,71.96,3.443,128.4404839,7.197
11,201144,73.71,3.462,128.5800323,7.197
11,201145,62.18,3.422,128.7195806,7.197
11,201146,65.25,3.387,128.859129,7.197
11,201147,67.22,3.398,128.99525,7.197
11,201148,71.08,3.326,129.13,7.197
11,201149,57.94,3.262,129.26475,7.197
11,201150,51.68,3.248,129.3995,7.197
11,201151,60.74,3.249,129.5121935,7.197
11,201152,55.34,3.202,129.6160645,7.197
11,201153,49.91,3.219,129.7199355,7.197
11,201201,55.49,3.247,129.8238065,6.833
11,201202,54.15,3.351,129.9107333,6.833
11,201203,57.48,3.358,129.9553,6.833
11,201204,59.41,3.38,129.9998667,6.833
11,201205,61.29,3.45,130.0444333,6.833
11,201206,53.28,3.499,130.089,6.833
11,201207,53.82,3.6,130.0756774,6.833
11,201208,62.16,3.645,130.0623548,6.833
11,201209,63.66,3.72,130.0490323,6.833
11,201210,62.49,3.759,130.0357097,6.833
11,201211,65.26,3.824,130.0432,6.833
11,201212,68.21,3.877,130.0663,6.833
11,201213,71.28,3.935,130.0894,6.833
11,201214,75.24,3.981,130.1125,6.664
11,201215,73.79,3.981,130.1338387,6.664
11,201216,73.02,3.967,130.1507742,6.664
11,201217,74.45,3.904,130.1677097,6.664
11,201218,80.12,3.839,130.1846452,6.664
11,201219,76.18,3.778,130.2015806,6.664
11,201220,73.58,3.72,130.2405806,6.664
11,201221,79.49,3.651,130.2832581,6.664
11,201222,82.72,3.591,130.3259355,6.664
11,201223,83.15,3.542,130.3686129,6.664
11,201224,86.02,3.483,130.4306,6.664
11,201225,84.31,3.436,130.5183333,6.664
11,201226,88.91,3.376,130.6060667,6.664
11,201227,84.49,3.317,130.6938,6.334
11,201228,83.51,3.346,130.7706452,6.334
11,201229,83.46,3.401,130.7821613,6.334
11,201230,86.48,3.497,130.7936774,6.334
11,201231,87.99,3.507,130.8051935,6.334
11,201232,87.26,3.584,130.8167097,6.334
11,201233,88.78,3.661,130.8268333,6.334
11,201234,84.22,3.71,130.8364,6.334
11,201235,87.54,3.728,130.8459667,6.334
11,201236,86.22,3.82,130.8555333,6.334
11,201237,80.66,3.807,130.8980645,6.334
11,201238,74.69,3.811,130.9845484,6.334
11,201239,78.72,3.756,131.0710323,6.334
11,201240,74.42,3.707,131.1575161,6.034
11,201241,70.99,3.691,131.244,6.034
11,201242,74.82,3.684,131.2792258,6.034
11,201243,75.31,3.596,131.3144516,6.034
11,201244,63.28,3.476,131.3496774,6.034
11,201245,69.76,3.404,131.3849032,6.034
11,201246,61.85,3.342,131.4546207,6.034
11,201247,62.74,3.301,131.5502069,6.034
11,201248,59.41,3.297,131.6457931,6.034
11,201249,67.44,3.288,131.7413793,6.034
11,201250,56.51,3.258,131.8261935,6.034
11,201251,60.99,3.188,131.8966452,6.034
11,201252,53.31,3.198,131.9670968,6.034
11,201301,47.55,3.251,132.0375484,6.108
11,201302,51.38,3.333,132.108,6.108
11,201303,50.72,3.327,132.1173333,6.108
11,201304,59.58,3.317,132.1266667,6.108
11,201305,63.81,3.334,132.136,6.108
11,201306,64.11,3.507,132.1453333,6.108
11,201307,58.96,3.565,132.0983226,6.108
11,201308,61.22,3.687,132.0287742,6.108
11,201309,55.64,3.801,131.9592258,6.108
11,201310,59.05,3.748,131.8896774,6.108
11,201311,62.98,3.712,131.8295333,6.108
11,201312,70.65,3.701,131.7929,6.108
11,201313,60.99,3.696,131.7562667,6.108
11,201314,66.54,3.673,131.7196333,5.999
11,201315,67.81,3.619,131.683,5.999
11,201316,71.92,3.541,131.7012903,5.999
11,201317,65.54,3.507,131.7195806,5.999
11,201318,70.61,3.476,131.737871,NA
11,201319,69.56,3.482,131.7561613,NA
11,201320,76.32,3.544,131.7909677,NA
11,201321,81.21,3.584,131.8381613,NA
11,201322,79.19,3.556,131.8853548,NA
11,201323,80.05,3.529,131.9325484,NA
11,201324,79.24,3.521,131.9776667,NA
11,201325,83.09,3.569,132.0103333,NA
11,201326,85.02,3.585,132.043,NA
11,201327,83.44,3.512,132.0756667,NA
11,201328,86.48,3.49,132.1083333,NA
11,201329,83.11,3.646,132.1499677,NA
11,201330,86.69,3.71,132.1930968,NA
12,201006,50.52,3.052,132.2362258,13.975
12,201007,48.92,3.036,132.2793548,13.975
12,201008,55.88,3.005,132.3258,13.975
12,201009,51.28,2.915,132.3766667,13.975
12,201010,54.82,3.077,132.4275333,13.975
12,201011,51.16,3.015,132.4784,13.975
12,201012,60.62,3.144,132.537,13.975
12,201013,61.11,3.173,132.642,13.975
12,201014,60.89,3.176,132.747,14.099
12,201015,60.3,3.18,132.852,14.099
12,201016,66,3.199,132.957,14.099
12,201017,65.6,3.14,133.030871,14.099
12,201018,68.43,3.195,133.0922903,14.099
12,201019,71.2,3.217,133.1537097,14.099
12,201020,69.49,3.235,133.215129,14.099
12,201021,77.25,3.21,133.2725714,14.099
12,201022,68.89,3.148,133.3200714,14.099
12,201023,82.44,3.031,133.3675714,14.099
12,201024,91.89,3.039,133.4150714,14.099
12,201025,82.11,3.133,133.4668065,14.099
12,201026,88.32,3.174,133.529129,14.099
12,201027,93.03,3.195,133.5914516,14.18
12,201028,91.42,3.19,133.6537742,14.18
12,201029,98.23,3.184,133.7160968,14.18
12,201030,100.27,3.202,133.7160968,14.18
12,201031,97.36,3.107,133.7160968,14.18
12,201032,94,3.213,127.4420645,14.18
12,201033,88.06,3.249,127.4962581,14.18
12,201034,93.86,3.131,127.5262857,14.18
12,201035,94.24,3.219,127.5522857,14.18
12,201036,84.17,3.177,127.5782857,14.18
12,201037,84.68,3.134,127.6042857,14.18
12,201038,83.5,3.118,127.6066452,14.18
12,201039,82.82,3.029,127.6050645,14.18
12,201040,86.25,3.091,127.6034839,14.313
12,201041,72.87,3.103,127.6019032,14.313
12,201042,76.05,3.066,127.5621,14.313
12,201043,69.9,3.104,127.4713333,14.313
12,201044,62.14,3.106,127.3805667,14.313
12,201045,66.54,3.219,127.2898,14.313
12,201046,58.84,3.22,127.2085484,14.313
12,201047,59.23,3.251,127.1843871,14.313
12,201048,48.71,3.252,127.1602258,14.313
12,201049,44.38,3.131,127.1360645,14.313
12,201050,51.06,3.293,127.1119032,14.313
12,201051,53.82,3.326,127.114,14.313
12,201052,53.07,3.326,127.1266,14.313
12,201101,46.69,3.238,127.1392,14.313
12,201102,38.69,3.377,127.1518,14.021
12,201103,44.2,3.402,127.1498065,14.021
12,201104,54.58,3.313,127.1283548,14.021
12,201105,51.79,3.432,127.1069032,14.021
12,201106,46.19,3.438,127.0854516,14.021
12,201107,52.35,3.471,127.064,14.021
12,201108,54.4,3.52,127.0766452,14.021
12,201109,49.5,3.62,127.0892903,14.021
12,201110,52.77,3.764,127.1019355,14.021
12,201111,58.8,3.908,127.1145806,14.021
12,201112,65.26,3.782,127.1454667,14.021
12,201113,55.45,3.999,127.1900333,14.021
12,201114,64.68,3.862,127.2346,13.736
12,201115,65.52,4.093,127.2791667,13.736
12,201116,58.68,3.958,127.3266774,13.736
12,201117,73.17,4.224,127.3815484,13.736
12,201118,69.32,4.241,127.4364194,13.736
12,201119,69.45,4.283,127.4912903,13.736
12,201120,71.98,4.292,127.5461613,13.736
12,201121,67.64,4.259,127.6072,13.736
12,201122,77.72,4.177,127.6692667,13.736
12,201123,72.86,4.121,127.7313333,13.736
12,201124,79.77,4.071,127.7934,13.736
12,201125,87.89,4.025,127.8794839,13.736
12,201126,90,3.988,127.9835806,13.736
12,201127,90.9,3.932,128.0876774,13.503
12,201128,90.95,3.795,128.1917742,13.503
12,201129,89.15,3.782,128.3009355,13.503
12,201130,92.22,3.884,128.4404839,13.503
12,201131,94.34,3.895,128.5800323,13.503
12,201132,91.66,3.893,128.7195806,13.503
12,201133,92.09,3.791,128.859129,13.503
12,201134,92.79,3.833,128.99525,13.503
12,201135,95.66,3.83,129.13,13.503
12,201136,94.71,3.888,129.26475,13.503
12,201137,89.05,4.003,129.3995,13.503
12,201138,77.41,4.008,129.5121935,13.503
12,201139,84,3.879,129.6160645,13.503
12,201140,84.31,3.967,129.7199355,13.503
12,201141,71.49,3.917,129.8238065,12.89
12,201142,68.36,3.895,129.9107333,12.89
12,201143,74.1,3.932,129.9553,12.89
12,201144,68.46,3.817,129.9998667,12.89
12,201145,60.82,3.918,130.0444333,12.89
12,201146,49.81,3.914,130.089,12.89
12,201147,55.25,3.903,130.0756774,12.89
12,201148,54.3,3.712,130.0623548,12.89
12,201149,53.55,3.791,130.0490323,12.89
12,201150,43.22,3.734,130.0357097,12.89
12,201151,44.34,3.69,130.0432,12.89
12,201152,46.45,3.631,130.0663,12.89
12,201153,45.69,3.518,130.0894,12.89
12,201201,51.48,3.689,130.1125,12.187
12,201202,49.12,3.747,130.1338387,12.187
12,201203,47.25,3.75,130.1507742,12.187
12,201204,51.48,3.765,130.1677097,12.187
12,201205,51.63,3.792,130.1846452,12.187
12,201206,53.32,3.812,130.2015806,12.187
12,201207,52.85,3.871,130.2405806,12.187
12,201208,54.18,4.04,130.2832581,12.187
12,201209,53.32,4.268,130.3259355,12.187
12,201210,55.59,4.34,130.3686129,12.187
12,201211,65.49,4.363,130.4306,12.187
12,201212,57.31,4.128,130.5183333,12.187
12,201213,65.41,4.384,130.6060667,12.187
12,201214,65.1,4.211,130.6938,11.627
12,201215,65.33,4.344,130.7706452,11.627
12,201216,67.78,4.312,130.7821613,11.627
12,201217,79.04,4.283,130.7936774,11.627
12,201218,77.08,4.261,130.8051935,11.627
12,201219,78.32,4.276,130.8167097,11.627
12,201220,85.56,4.2,130.8268333,11.627
12,201221,84.89,4.383,130.8364,11.627
12,201222,79.16,4.367,130.8459667,11.627
12,201223,85.88,4.193,130.8555333,11.627
12,201224,86.99,4.234,130.8980645,11.627
12,201225,92.66,4.104,130.9845484,11.627
12,201226,91.52,3.965,131.0710323,11.627
12,201227,90.18,3.855,131.1575161,10.926
12,201228,96.66,3.813,131.244,10.926
12,201229,86.58,3.816,131.2792258,10.926
12,201230,94.52,3.859,131.3144516,10.926
12,201231,89.21,3.85,131.3496774,10.926
12,201232,96.96,3.901,131.3849032,10.926
12,201233,95.92,4.092,131.4546207,10.926
12,201234,86.37,4.145,131.5502069,10.926
12,201235,90.83,4.183,131.6457931,10.926
12,201236,89.57,4.214,131.7413793,10.926
12,201237,84.69,4.223,131.8261935,10.926
12,201238,84.02,4.215,131.8966452,10.926
12,201239,82.27,4.056,131.9670968,10.926
12,201240,82.66,4.056,132.0375484,10.199
12,201241,72.79,4.558,132.108,10.199
12,201242,69.71,4.539,132.1173333,10.199
12,201243,67,4.391,132.1266667,10.199
12,201244,64.27,4.189,132.136,10.199
12,201245,66.36,4.041,132.1453333,10.199
12,201246,50.44,3.924,132.0983226,10.199
12,201247,59.12,3.849,132.0287742,10.199
12,201248,58.08,3.671,131.9592258,10.199
12,201249,58.88,3.758,131.8896774,10.199
12,201250,50.79,3.557,131.8295333,10.199
12,201251,43.88,3.483,131.7929,10.199
12,201252,44.4,3.57,131.7562667,10.199
12,201301,39.85,3.6,131.7196333,9.91
12,201302,45.64,3.632,131.683,9.91
12,201303,37.54,3.635,131.7012903,9.91
12,201304,50.26,3.427,131.7195806,9.91
12,201305,50.59,3.69,131.737871,9.91
12,201306,56.01,3.885,131.7561613,9.91
12,201307,48.17,4.014,131.7909677,9.91
12,201308,50.62,4.121,131.8381613,9.91
12,201309,49.13,4.199,131.8853548,9.91
12,201310,61.45,3.964,131.9325484,9.91
12,201311,62.75,4.194,131.9776667,9.91
12,201312,69.8,4.152,132.0103333,9.91
12,201313,63.91,4.106,132.043,9.91
12,201314,70.52,4.088,132.0756667,9.874
12,201315,66.65,4.071,132.1083333,9.874
12,201316,65.4,3.85,132.1499677,9.874
12,201317,71.79,3.979,132.1930968,9.874
12,201318,77.89,3.761,132.2362258,NA
12,201319,71.23,3.779,132.2793548,NA
12,201320,84.48,3.899,132.3258,NA
12,201321,78.92,3.925,132.3766667,NA
12,201322,82.13,3.919,132.4275333,NA
12,201323,90.94,3.879,132.4784,NA
12,201324,93.19,3.861,132.537,NA
12,201325,88.33,3.856,132.642,NA
12,201326,90.99,3.871,132.747,NA
12,201327,103,3.843,132.852,NA
12,201328,93.66,3.827,132.957,NA
12,201329,94.8,3.913,133.030871,NA
12,201330,91.32,3.955,133.0922903,NA
13,201006,32.58,2.756,133.1537097,8.316
13,201007,34.21,2.761,133.215129,8.316
13,201008,36.75,2.744,133.2725714,8.316
13,201009,31.03,2.757,133.3200714,8.316
13,201010,41.7,2.771,133.3675714,8.316
13,201011,38.67,2.823,133.4150714,8.316
13,201012,43.54,2.872,133.4668065,8.316
13,201013,42.53,2.909,133.529129,8.316
13,201014,43.2,2.932,133.5914516,8.107
13,201015,40.02,2.967,133.6537742,8.107
13,201016,51.44,3.005,133.7160968,8.107
13,201017,56.71,3.026,133.7160968,8.107
13,201018,49.38,3.031,133.7160968,8.107
13,201019,45.47,3.038,182.8711898,8.107
13,201020,51.2,3.052,182.982317,8.107
13,201021,58.76,3.04,183.0347816,8.107
13,201022,54.16,2.998,183.0774691,8.107
13,201023,60.9,2.961,183.1201566,8.107
13,201024,66.29,2.931,183.1628441,8.107
13,201025,59.46,2.909,183.0779857,8.107
13,201026,72.88,2.91,182.9718697,8.107
13,201027,79.87,2.904,182.8657537,7.951
13,201028,72.38,2.892,182.7596377,7.951
13,201029,78.84,2.881,182.6924769,7.951
13,201030,83.32,2.887,182.6772564,7.951
13,201031,79.99,2.887,182.6620359,7.951
13,201032,82.29,2.892,182.6468154,7.951
13,201033,75.98,2.927,182.6612792,7.951
13,201034,77.39,2.94,182.8538486,7.951
13,201035,76.36,2.944,183.0464181,7.951
13,201036,66.76,2.958,183.2389876,7.951
13,201037,66.79,2.96,183.4315571,7.951
13,201038,67.89,2.965,183.4424199,7.951
13,201039,69.27,2.962,183.3806,7.951
13,201040,69.79,2.943,183.3187801,7.795
13,201041,64.08,2.931,183.2569603,7.795
13,201042,55.17,2.935,183.2604411,7.795
13,201043,57.94,2.939,183.3509895,7.795
13,201044,46.17,2.931,183.4415378,7.795
13,201045,51.01,2.921,183.5320862,7.795
13,201046,43.6,2.921,183.6226346,7.795
13,201047,43.05,2.932,183.6165205,7.795
13,201048,29.27,2.92,183.6104063,7.795
13,201049,26.85,2.902,183.6042922,7.795
13,201050,37.83,2.907,183.598178,7.795
